ASCII SCAN ANALOG DATA:			04.10.19 24dmo3mb ei -8 200um 1.0-6 50c.sac
DATE:	04/10/2019	TIME:	12:07:33 PM
Number of stored SCA cycles			1
Converted SCA cycle			1
INFO SCAN:		1
Data Titel	Ion Current
Data Unit	A
Scan Titel	Mass
Scan Unit	amu
Comment	
First Mass	  1.00
Scan Width	220
Values/Mass	64
Zoom Start	  1.00
Zoom End	221.00
Cycle	CycleDate	CycleTime	
1	04/10/2019	12:07:34:25 PM
ScanData	1
   1.00	1.3625E-009
   1.02	1.35937E-009
   1.03	1.325E-009
   1.05	1.27187E-009
   1.06	1.21875E-009
   1.08	1.16875E-009
   1.09	1.12187E-009
   1.11	1.06875E-009
   1.13	1.02188E-009
   1.14	9.90625E-010
   1.16	9.71875E-010
   1.17	9.625E-010
   1.19	9.625E-010
   1.20	9.71875E-010
   1.22	9.875E-010
   1.23	9.71875E-010
   1.25	9.40625E-010
   1.27	8.9375E-010
   1.28	8.5E-010
   1.30	8.03125E-010
   1.31	7.59375E-010
   1.33	7.21875E-010
   1.34	7E-010
   1.36	6.84375E-010
   1.38	6.78125E-010
   1.39	6.71875E-010
   1.41	6.46875E-010
   1.42	6.1875E-010
   1.44	5.9375E-010
   1.45	5.75E-010
   1.47	5.4375E-010
   1.48	5.0625E-010
   1.50	4.78125E-010
   1.52	4.65625E-010
   1.53	4.625E-010
   1.55	4.65625E-010
   1.56	4.6875E-010
   1.58	4.65625E-010
   1.59	4.53125E-010
   1.61	4.34375E-010
   1.63	4.1875E-010
   1.64	4.03125E-010
   1.66	3.90625E-010
   1.67	3.75E-010
   1.69	3.59375E-010
   1.70	3.4375E-010
   1.72	3.28125E-010
   1.73	3.1875E-010
   1.75	3.1875E-010
   1.77	3.25E-010
   1.78	3.25E-010
   1.80	3.28125E-010
   1.81	3.3125E-010
   1.83	3.3125E-010
   1.84	3.28125E-010
   1.86	3.28125E-010
   1.88	3.21875E-010
   1.89	3.15625E-010
   1.91	3.03125E-010
   1.92	2.875E-010
   1.94	2.71875E-010
   1.95	2.65625E-010
   1.97	2.6875E-010
   1.98	2.75E-010
   2.00	2.84375E-010
   2.02	2.875E-010
   2.03	2.90625E-010
   2.05	2.9375E-010
